400	1179
410	1172
420	1172
430	1172
440	1172
450	1172
460	1172
470	1172
480	1222
490	1159
500	1160
510	1285
520	2045
530	2929
540	4576
550	6657
560	8499
570	10445
580	12882
590	13935
600	13232
610	13547
620	13869
630	13324
640	11827
650	10648
660	10016
670	10177
680	10704
690	9172
700	7354
710	7548
720	5919
730	7142
740	5833
750	4752
760	4749
770	2743
780	2089
790	2275
800	1957
810	1667
820	4102
830	1940
840	1649
850	1085
860	1156
870	1165
880	1358
890	1975
900	1162
910	1162
920	1162
930	1162
940	1162
950	1162
960	1162
970	1162
980	1162
990	1162
1000	1162

